,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Position Category,Class
35,Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,2,1,126,1.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,37,40.0,92,649,197,12.9,12.9,100.0,22.9,25.7,88.9,1.43,1.43,100.0,0,0,0,0.0,0.0,2.14,40.0,39.3,0.71,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,1,50,0,1,0,0.71,1,4,2,0.0,50.0,10.7,30.0,20.0,0.0,0.0,50.0,0,0,100.0,0.0,0.0,34,210,97,0.0,0,0,0,0,31.4,0.0,0,0,0.0,1,0,0,0,2.14,0,0.0,0.0,3,2,0,75.0,DF,3
36,Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,22,2000,7,0,51,0.6,0,0,0,0.0,0,0,0,0.0,0.0,0.0,45,53.3,84,693,200,23.3,25.0,93.3,16.7,21.7,76.9,3.33,3.33,100.0,0,1,1,0.0,0.0,3.33,53.3,48.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,3,3,1,0,3,5,66,1,1,0,1.67,1,6,5,0.0,70.0,8.33,16.7,40.0,13.3,1.67,70.0,1,1,100.0,0.0,0.0,45,265,90,0.0,0,0,1,1,40.0,0.0,0,0,0.0,0,0,0,0,3.33,0,0.0,0.0,3,0,1,0.0,MF,3
37,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,5,2,194,2.2,1,0,0,50.0,0,1,13,0.0,0.0,0.0,37,47.3,79,557,153,22.7,26.8,84.7,10.0,12.7,78.6,3.18,5.45,58.3,0,0,3,0.91,0.45,4.55,47.3,45.9,1.36,1.36,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,37,0,0,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,3,28,2,1,0,1.36,1,3,0,0.0,60.0,1.36,10.0,36.8,13.6,0.91,60.0,3,1,37.5,0.91,25.0,30,159,75,1.36,0,0,0,0,36.8,0.0,0,0,0.0,1,2,0,1,0.91,0,0.0,0.0,8,1,1,57.1,MF,3
38,Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,3,0,59,0.7,0,0,0,0.0,0,0,0,0.0,0.0,0.0,27,32.9,82,375,80,17.1,18.6,92.3,5.71,7.14,80.0,1.43,1.43,100.0,1,2,1,0.0,0.0,0.0,32.9,32.9,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,27,0,1,2,2,0,0,0,0,0.0,1,1,0,0,0,0,0.0,2,1,2,0,0,2,2,100,0,0,0,0.0,0,2,0,0.0,47.1,0.0,8.57,21.4,17.1,4.29,47.1,2,0,0.0,2.86,100.0,31,192,84,1.43,4,1,2,1,28.6,5.71,0,0,0.0,2,1,0,1,1.43,0,0.0,0.0,7,5,4,57.1,MF,3
39,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1,0,45,0.5,0,0,0,0.0,0,0,0,0.0,0.0,0.0,56,74.0,75,838,260,30.0,32.0,93.8,24.0,30.0,80.0,2.0,6.0,33.3,0,0,2,4.0,2.0,8.0,74.0,64.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,56,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,2,2,4,4,100,0,0,0,0.0,2,6,2,0.0,80.0,2.0,14.0,32.0,34.0,0.0,80.0,0,0,0.0,0.0,0.0,34,156,74,0.0,4,0,0,2,46.0,12.0,0,0,0.0,2,0,0,4,4.0,0,0.0,0.0,4,0,0,0.0,DF,3
40,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,26,1997,3,2,196,2.2,1,0,0,100.0,1,1,8,0.0,0.0,0.0,46,53.6,87,791,257,20.9,21.8,95.8,21.4,24.1,88.7,4.09,5.91,69.2,0,0,3,2.27,1.36,5.0,53.6,40.9,12.7,0.91,0.0,0.45,3.64,11.8,0.0,0.0,0.0,0.0,46,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,0,0,1,0,1,1,100,0,1,0,0.45,0,2,0,0.0,66.4,1.36,11.8,31.4,23.6,1.82,66.4,2,0,16.7,1.82,66.7,26,147,91,2.27,0,0,0,1,34.5,7.27,0,0,0.0,0,1,0,3,0.45,0,0.0,0.0,7,1,0,75.0,DF,3
41,Andrea Barberis,ITA,MF,Monza,Serie A,29,1993,7,3,316,3.5,0,0,0,0.0,0,0,26,0.0,0.0,0.0,38,45.1,84,615,171,18.3,20.6,88.9,17.1,20.0,85.7,2.0,2.86,70.0,0,0,4,0.29,0.29,3.71,45.1,42.9,2.29,1.43,0.0,0.0,1.14,0.29,0.57,0.0,0.57,0.0,38,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,2,44,1,0,0,0.0,2,4,0,0.0,52.0,1.71,10.9,32.6,8.86,0.57,52.0,0,0,0.0,0.0,0.0,27,134,71,0.86,2,0,0,0,37.4,0.0,0,0,0.0,0,0,0,1,0.57,0,0.0,0.0,4,0,0,66.7,MF,3
42,Ander Barrenetxea,ESP,FWDF,Real Sociedad,La Liga,21,2001,7,2,191,2.1,1,0,0,100.0,0,0,11,0.0,0.0,0.0,24,31.9,76,330,82,14.3,16.7,85.7,6.67,7.62,87.5,1.9,2.86,66.7,0,0,0,0.0,0.0,1.9,31.9,28.1,3.81,0.95,0.0,0.0,0.0,2.38,0.48,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,2,0,0,1,3,37,2,1,0,1.43,0,3,0,0.0,50.0,1.9,14.3,19.5,17.1,2.38,50.0,4,1,30.0,3.33,70.0,20,151,51,0.95,1,0,2,1,26.2,4.76,0,0,0.0,2,0,0,0,1.43,0,0.0,0.0,9,1,4,30.8,FW,3
43,Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,32,1991,7,3,343,3.8,0,1,0,0.0,0,0,22,0.26,0.0,0.0,31,43.9,71,581,206,13.4,15.5,86.4,12.6,16.3,77.4,4.47,9.47,47.2,0,2,4,2.11,0.79,6.84,43.9,38.2,5.53,2.37,0.0,0.26,6.05,1.32,1.84,0.26,0.79,0.0,31,0,1,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,0,1,0,1,3,33,2,1,0,1.58,0,3,0,0.0,55.0,0.0,5.53,30.3,20.0,0.53,55.0,4,2,62.5,1.32,31.3,38,227,92,2.37,2,0,2,1,35.8,5.79,0,0,0.0,0,0,0,6,1.58,0,0.0,0.0,5,0,1,33.3,MF,3
44,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,5,3,269,3.0,0,1,0,40.0,0,0,22,0.0,0.0,0.0,52,61.3,84,844,244,25.3,28.3,89.4,21.0,24.3,86.3,3.67,4.67,78.6,0,0,6,0.33,0.0,7.33,61.3,60.7,0.67,0.33,0.0,0.33,1.0,0.33,0.0,0.0,0.0,0.0,52,0,1,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,2,0,1,1,60,0,0,0,0.67,1,3,0,0.0,74.3,1.67,13.7,44.0,17.3,0.67,74.3,3,1,33.3,1.67,55.6,45,250,96,2.0,2,0,2,0,58.3,4.0,0,0,0.0,1,1,0,1,1.33,0,0.0,0.0,5,0,0,50.0,MF,3
45,Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,26,1996,2,1,113,1.3,0,3,0,25.0,0,0,19,0.0,0.0,0.0,30,40.0,75,570,111,10.8,13.8,77.8,16.9,20.0,84.6,2.31,4.62,50.0,0,1,3,1.54,0.0,3.08,40.0,38.5,1.54,0.77,0.0,0.0,3.85,0.77,0.0,0.0,0.0,0.0,30,0,2,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,55.4,0.0,8.46,27.7,21.5,2.31,55.4,6,5,87.5,0.77,12.5,37,325,160,5.38,1,0,4,3,37.7,9.23,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,7,0,0,0.0,FW,3
46,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,4,4,314,3.5,0,1,0,50.0,0,0,11,0.0,0.0,0.0,44,54.9,81,847,330,17.7,19.1,92.5,23.4,25.4,92.1,3.71,10.0,37.1,0,0,3,0.86,0.57,5.43,54.9,54.3,0.57,0.57,0.0,0.57,1.43,0.0,0.0,0.0,0.0,0.0,44,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,3,30,2,1,0,1.14,0,2,1,0.0,63.4,3.14,26.3,33.4,4.0,1.43,63.4,0,0,0.0,0.0,0.0,39,226,142,0.86,0,0,0,0,42.6,0.29,0,0,0.0,1,0,0,1,1.43,0,0.0,0.0,6,3,0,80.0,DF,3
47,Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,35,1988,7,2,278,3.1,0,0,0,0.0,0,0,18,0.0,0.0,0.0,33,41.9,80,626,160,12.3,15.8,77.6,17.7,20.3,87.3,3.23,4.19,76.9,0,0,3,1.29,0.32,4.52,41.9,40.0,1.94,0.97,0.0,0.32,0.65,0.32,0.0,0.0,0.0,0.0,33,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,20,1,0,0,0.32,0,2,3,0.0,53.2,3.87,16.8,29.0,7.74,0.65,53.2,0,0,100.0,0.0,0.0,27,93,45,0.32,0,0,0,0,26.1,0.0,0,0,0.0,0,1,0,0,0.65,0,0.0,0.0,5,1,2,41.7,MF,3
48,Brian Bayeye,FRA,DF,Torino,Serie A,22,2000,1,1,54,0.6,0,0,0,0.0,0,0,0,0.0,0.0,0.0,48,76.7,63,786,436,23.3,26.7,87.5,18.3,26.7,68.8,5.0,6.67,75.0,0,0,3,0.0,0.0,5.0,76.7,58.3,18.3,0.0,0.0,0.0,1.67,18.3,0.0,0.0,0.0,0.0,48,0,8,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,0,5,0,0,1,1,100,0,1,1,0.0,1,6,3,0.0,98.3,10.0,46.7,35.0,16.7,5.0,98.3,1,1,100.0,0.0,0.0,35,198,131,5.0,3,3,3,3,43.3,5.0,0,0,0.0,0,1,0,1,0.0,0,0.0,0.0,15,0,1,0.0,DF,3
49,Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,26,1996,1,0,9,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,10,10.0,100,100,50,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,10,10,0,10.0,0,0,0,0.0,40.0,0.0,10.0,20.0,20.0,0.0,40.0,0,0,0.0,0.0,0.0,20,320,50,0.0,0,0,10,0,20.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,10,0,10,0.0,FW,3
50,Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,4,0,60,0.7,0,5,0,0.0,0,0,32,0.0,0.0,0.0,30,54.3,55,587,144,11.4,12.9,88.9,12.9,24.3,52.9,5.71,10.0,57.1,0,2,2,1.43,1.43,1.43,54.3,37.1,15.7,8.57,0.0,2.86,22.9,2.86,4.29,2.86,0.0,0.0,30,1,2,5,0,2,0,1,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,1,0,1.43,0,0,0,0.0,74.3,0.0,1.43,27.1,51.4,0.0,74.3,11,4,37.5,5.71,50.0,52,491,220,7.14,11,0,8,4,48.6,14.3,1,0,0.0,2,2,0,22,0.0,0,0.0,0.0,8,0,1,0.0,FW,3
51,Ihlas Bebou,TOG,FWDF,Hoffenheim,Bundesliga,28,1994,5,4,310,3.4,2,2,1,62.5,0,0,10,0.0,0.0,0.0,12,20.6,61,170,30,7.65,9.71,78.8,3.24,5.0,64.7,0.59,1.76,33.3,0,0,1,0.59,0.0,1.47,20.6,17.4,2.94,0.0,0.0,0.0,0.59,1.18,0.0,0.0,0.0,0.0,12,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.59,1,2,0,0.0,36.2,0.88,2.94,20.3,13.8,3.82,36.2,3,0,25.0,2.35,66.7,19,117,42,2.06,0,1,4,2,21.8,7.35,0,0,0.0,1,0,0,0,0.88,0,0.29,0.0,4,2,3,38.9,FW,3
52,Mads Bech Sørensen,DEN,DFMF,Brentford,Premier League,24,1999,4,0,21,0.2,0,0,0,0.0,0,0,0,0.0,0.0,0.0,35,55.0,63,710,245,15.0,15.0,100.0,15.0,20.0,75.0,5.0,20.0,25.0,0,0,10,0.0,0.0,5.0,55.0,35.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,35,0,0,5,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,5,0.0,70.0,5.0,20.0,40.0,10.0,0.0,70.0,0,0,0.0,0.0,0.0,10,15,0,0.0,0,0,0,0,25.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,5,0,100.0,DF,3
53,Julius Beck,DEN,MF,Spezia,Serie A,17,2005,1,0,10,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,50,50.0,100,1160,290,0.0,0.0,0.0,40.0,40.0,100.0,10.0,10.0,100.0,0,0,0,0.0,0.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,10,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,20,10,10,10,0,0,0,0,0,0,0,0.0,0,20,0,0.0,80.0,0.0,20.0,50.0,10.0,0.0,80.0,0,0,0.0,0.0,0.0,50,270,50,0.0,0,0,10,10,60.0,0.0,0,0,0.0,10,0,0,0,10.0,0,0.0,0.0,10,0,10,0.0,MF,3
54,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,7,2,167,1.9,0,1,0,0.0,0,0,10,0.0,0.0,0.0,24,32.1,75,264,60,16.3,17.9,91.2,4.21,4.21,100.0,0.53,1.05,50.0,0,1,0,2.11,0.0,3.16,32.1,29.5,1.58,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,24,1,2,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.53,0,0,0,0.0,37.9,0.53,1.58,12.1,24.2,5.79,37.9,1,0,50.0,0.53,50.0,20,77,44,1.05,1,0,1,1,27.9,10.5,0,0,0.0,2,1,0,0,0.0,0,0.0,0.0,1,1,1,50.0,MF,3
55,Yanis Begraoui,FRA,FWMF,Toulouse,Ligue 1,21,2001,3,1,65,0.7,0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,27.1,73,295,97,12.9,17.1,75.0,5.71,7.14,80.0,1.43,2.86,50.0,0,2,1,1.43,0.0,4.29,27.1,24.3,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,0,1,0,1,1,2,50,1,0,0,0.0,1,4,0,0.0,41.4,0.0,10.0,15.7,15.7,2.86,41.4,2,1,50.0,1.43,50.0,31,130,45,1.43,1,0,8,1,30.0,4.29,0,0,0.0,0,0,1,0,0.0,0,0.0,0.0,4,0,0,0.0,FW,3
56,Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,32,1990,6,1,82,0.9,0,0,0,0.0,0,0,0,0.0,0.0,0.0,37,56.7,66,488,177,25.6,33.3,76.7,12.2,20.0,61.1,0.0,2.22,0.0,0,0,4,0.0,0.0,3.33,56.7,55.6,1.11,0.0,0.0,0.0,5.56,1.11,0.0,0.0,0.0,0.0,37,0,1,4,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,0,1,1,0,2,2,100,0,0,0,0.0,0,2,0,0.0,66.7,1.11,10.0,25.6,32.2,3.33,66.7,4,1,25.0,3.33,75.0,38,196,90,3.33,3,1,1,1,53.3,11.1,0,0,0.0,2,0,2,5,0.0,0,0.0,0.0,4,0,0,0.0,FW,3
57,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,3,1,143,1.6,0,0,0,0.0,0,0,0,0.0,0.0,0.0,48,60.0,80,716,261,30.0,32.5,92.3,13.1,15.6,84.0,3.13,5.0,62.5,0,0,6,2.5,0.0,8.13,60.0,51.3,8.13,0.63,0.63,0.0,1.88,7.5,0.0,0.0,0.0,0.0,48,0,1,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,1,66,0,1,0,1.25,1,3,1,0.0,66.9,0.63,10.6,31.3,25.6,3.13,66.9,2,1,75.0,0.63,25.0,33,169,99,1.25,1,0,0,0,41.3,3.75,0,0,0.0,1,0,0,1,0.0,0,0.0,0.0,6,1,0,100.0,DF,3
58,Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,1,0,8,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,60,60.0,100,1000,310,30.0,30.0,100.0,30.0,30.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,60.0,0.0,20.0,40.0,0.0,0.0,60.0,0,0,0.0,0.0,0.0,60,230,100,0.0,0,0,0,0,60.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,DF,3
59,Eliesse Ben Seghir,FRA,FW,Monaco,Ligue 1,17,2005,7,6,466,5.2,3,2,0,33.3,0,0,18,0.0,0.0,0.0,25,32.1,79,381,115,13.1,15.8,82.9,9.04,10.8,83.9,1.54,2.12,72.7,0,1,2,1.54,0.0,5.0,32.1,30.8,1.35,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,25,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,1,28,0,1,0,1.35,0,2,0,0.0,47.3,0.0,3.27,22.1,22.3,4.04,47.3,3,1,42.1,1.35,36.8,33,220,90,3.08,1,0,3,2,33.7,7.31,0,0,0.0,1,2,0,0,1.35,0,0.0,0.0,4,0,0,37.5,FW,3
60,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,1,0,4,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,2.0,100,18,1,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0,0,0.0,0.0,0.0,3,13,6,0.0,0,0,1,2,3.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,0,0,0.0,MF,3
61,Patrick Berg,NOR,MFFW,Lens,Ligue 1,25,1997,3,0,25,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,56,66.7,85,1063,443,26.7,26.7,100.0,16.7,20.0,83.3,10.0,10.0,100.0,0,3,10,3.33,0.0,10.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,3,6,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,3,0,0,0.0,3,3,0,0.0,76.7,0.0,16.7,50.0,10.0,0.0,76.7,3,0,0.0,3.33,100.0,56,276,96,0.0,0,0,3,0,53.3,13.3,0,0,0.0,3,0,0,0,0.0,0,0.0,0.0,3,0,0,0.0,MF,3
62,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7,7,630,7.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,46,59.6,77,835,425,21.0,22.9,91.9,17.4,22.0,79.2,6.29,11.9,53.0,0,1,4,0.86,0.57,3.86,59.6,49.3,9.86,1.71,0.0,0.57,2.0,8.14,0.0,0.0,0.0,0.0,46,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,2,46,1,1,0,1.14,2,3,2,0.0,67.6,4.57,21.7,34.6,11.7,0.29,67.6,0,0,25.0,0.14,25.0,46,223,103,0.57,2,0,0,0,41.4,2.0,0,0,0.0,0,0,0,2,1.0,0,0.0,0.0,5,0,1,27.3,DF,3
63,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,20,2002,2,2,170,1.9,0,0,0,0.0,0,0,10,0.0,0.0,0.0,33,50.5,65,521,237,19.5,22.6,86.0,10.0,16.8,59.4,3.16,7.37,42.9,0,1,1,0.53,0.0,3.68,50.5,36.3,13.7,0.53,0.53,0.0,2.63,11.6,1.58,1.58,0.0,0.0,33,0,2,3,2,0,0,0,0,0.0,1,1,0,0,0,0,0.0,6,4,3,2,0,3,3,100,0,0,0,0.53,0,6,4,0.0,63.7,3.16,22.6,25.8,15.3,1.05,63.7,2,1,60.0,0.0,0.0,29,166,98,3.16,2,0,1,1,28.9,1.58,0,0,0.0,0,0,0,2,4.74,0,0.0,0.0,4,0,2,20.0,DF,3
64,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,33,1990,2,0,23,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,63,63.3,100,826,113,43.3,43.3,100.0,13.3,13.3,100.0,3.33,3.33,100.0,0,0,3,0.0,0.0,3.33,63.3,56.7,6.67,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,63,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,66.7,0.0,3.33,43.3,20.0,0.0,66.7,0,0,0.0,0.0,0.0,53,230,66,0.0,0,0,0,0,56.7,6.67,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,6,0,3,0.0,MF,3
65,Owen Bevan,WAL,DF,Bournemouth,Premier League,19,2003,1,0,9,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,30.0,66,380,70,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,30.0,0,0,0.0,0.0,0.0,10,0,0,0.0,0,0,0,0,10.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,10,0,0,0.0,DF,3
66,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,20,2002,3,2,112,1.2,0,1,0,50.0,0,0,25,0.0,0.0,0.0,38,45.0,85,688,104,16.7,20.0,83.3,16.7,20.0,83.3,4.17,4.17,100.0,0,0,7,0.83,0.0,5.0,45.0,43.3,1.67,1.67,0.0,2.5,0.83,0.0,0.0,0.0,0.0,0.0,38,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,0,0,1,0,1,1,100,0,0,0,0.83,0,2,0,0.0,53.3,0.0,8.33,35.0,10.0,0.83,53.3,0,0,0.0,0.0,0.0,28,144,77,2.5,0,0,1,3,39.2,1.67,0,0,0.0,2,2,0,0,0.83,0,0.0,0.0,4,0,0,50.0,MF,3
67,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,2,0,17,0.2,0,0,0,0.0,0,0,0,0.0,0.0,0.0,75,105.0,71,1265,630,30.0,35.0,85.7,40.0,50.0,80.0,5.0,15.0,33.3,0,0,0,0.0,0.0,0.0,105.0,95.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,75,0,0,5,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,5,10,0,0,5,5,100,0,0,0,0.0,5,15,0,0.0,125.0,10.0,95.0,25.0,5.0,0.0,125.0,0,0,0.0,0.0,0.0,50,380,305,10.0,5,0,0,0,65.0,5.0,0,0,0.0,0,0,0,5,5.0,0,0.0,0.0,25,10,0,100.0,DF,3
68,Ermin Bi?ak?i?,BIH,DF,Hoffenheim,Bundesliga,33,1990,2,0,59,0.7,0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,48.6,82,928,340,8.57,10.0,85.7,22.9,25.7,88.9,8.57,12.9,66.7,0,0,2,0.0,0.0,1.43,48.6,44.3,4.29,2.86,0.0,1.43,1.43,1.43,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,4,33,2,2,1,1.43,4,5,1,0.0,65.7,5.71,32.9,27.1,5.71,1.43,65.7,0,0,0.0,0.0,0.0,40,140,55,0.0,1,0,1,0,34.3,0.0,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,4,2,1,66.7,DF,3
69,Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,29,1993,1,0,23,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,110,113.3,97,2063,770,33.3,33.3,100.0,70.0,70.0,100.0,6.67,10.0,66.7,0,0,0,0.0,0.0,13.3,113.3,110.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,110,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,0.0,3,3,0,0.0,116.7,13.3,33.3,80.0,3.33,0.0,116.7,0,0,0.0,0.0,0.0,96,526,186,0.0,0,0,0,0,86.7,0.0,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,10,6,6,50.0,MF,3
